query_id,placekey,latLon
102028,222@8gq-bvs-m49,"(28.909641329222964, -82.02002647391105)"
10T290,222@8gq-c3p-rff,"(28.950199360560813, -81.95830937353543)"
100290,222@8gq-c3p-rff,"(28.950199360560813, -81.95830937353543)"
100106,222@8gk-btc-k2k,"(30.120589440891337, -83.59340633106022)"
101303,223@8gq-gsm-zzz,"(30.02233117729263, -82.32726619735357)"
100072,223@8fy-bzz-w6k,"(28.913017210473768, -81.28412411458918)"
100068,227@8gq-tkz-z4v,"(29.243248392456028, -81.10789263779532)"
102030,227@8gq-tkz-z4v,"(29.243248392456028, -81.10789263779532)"
100017,222@8gq-tkg-68v,"(29.20074803994371, -81.05741793561366)"
100014,224@8gq-wrn-rhq,"(29.02031509007923, -80.92250877909237)"
100045,222@8gq-tsg-hbk,"(29.044658985365487, -81.31903447648794)"
100330,222@8fy-byk-435,"(28.957828360690286, -81.25457743662398)"
100292,222@8gj-zd3-m6k,"(30.378484015906633, -86.30715576961472)"
100081,222@8gj-z2k-jgk,"(30.660228917399273, -86.11734812351565)"
101308,222@8gj-2z7-zxq,"(30.76648229156967, -85.54286707679942)"
110071,224@8g8-j48-p35,"(31.770275923211678, -82.34996173128752)"
111327,224@8gp-ds6-pd9,"(31.538989074382926, -82.45678579073875)"
110150,222@8g6-q3b-nnq,"(33.08971341714111, -83.2452615302174)"
110045,222@8g7-2bg-3qz,"(34.00797055470581, -83.70700824651378)"
110030,222@8gb-75m-xwk,"(34.20131678889168, -84.79337783426548)"
110073,222@8g7-v3x-ghq,"(31.698112201810833, -83.25937887600918)"
110234,222@8gp-gdt-ckf,"(31.20342451434875, -83.23881982624404)"
110164,222@8g6-t88-9j9,"(32.846681707550246, -83.61792353153437)"
110107,223@8g6-t86-f75,"(32.83282219810713, -83.63665700149825)"
110201,222@8g6-t73-xt9,"(32.87086561270901, -83.69397513104096)"
111302,222@8g6-syc-sh5,"(32.384932022695466, -83.34594730303213)"
111332,226@8gj-6zc-4sq,"(30.7951552378251, -83.55873720349807)"
110075,222@8gd-p56-8vz,"(32.41443371906005, -81.77011352590965)"
110113,224@8g7-6wp-jy9,"(33.084017653913975, -82.01281614934324)"
111319,222@8g7-5kg-ht9,"(33.30360355629079, -83.97892573422908)"
110146,226@8gp-4yp-xkf,"(30.7810386612616, -81.61495314166427)"
111334,223@8g8-dzt-n89,"(32.40698217378128, -82.06531369795567)"
110015,223@8gm-fry-8vz,"(33.74491912343092, -84.91652038771787)"
110011,222@8gm-gb4-ht9,"(33.56988251515846, -85.07502482062715)"
110236,222@8g9-zyv-fzz,"(34.94647354877844, -85.26383233865236)"
110036,222@8gd-pww-9s5,"(32.03123908202024, -81.08823523046489)"
110043,222@8gd-qjr-2ff,"(31.985036665566884, -81.15450709599514)"
110024,222@8gd-pwr-dy9,"(32.028380375588085, -81.099939409282)"
112018,222@8gd-pwr-rx5,"(32.02892971915731, -81.09543450715395)"
110230,222@8g6-ych-wzf,"(34.06683812284456, -84.17696649628787)"
110008,223@8gb-3bp-jn5,"(34.2292058317891, -84.46602336949714)"
112017,222@8g7-nk4-syv,"(33.967058915507955, -83.41175471324622)"
110074,222@8g7-njj-k75,"(33.96063706467955, -83.39814158008973)"
110006,222@8g7-nmq-zcq,"(33.947932267507724, -83.40497085982405)"
110165,225@8g7-4pb-tsq,"(33.57937377905047, -84.38898235864542)"
111308,222@8gp-b2r-ct9,"(31.03428923205483, -82.76433452879688)"
110035,224@8gb-7gh-9cq,"(33.968241262579056, -84.55200477998773)"
110143,222@8g7-44j-wx5,"(33.85711485362069, -84.60667106001445)"
112007,22r@8g7-4cb-k2k,"(33.90016476615568, -84.47996293645828)"
110089,222@8gp-bt4-75z,"(31.511197292579276, -82.86465964066593)"
110105,224@8gj-5r8-c3q,"(31.126175461801196, -83.77980467144873)"
110101,222@8gj-7nn-mhq,"(31.108746559343835, -83.42658284362675)"
110233,222@8gm-dt6-syv,"(33.38499000201696, -84.7570524576911)"
110229,222@8gm-drv-5xq,"(33.35684686932273, -84.75513312917718)"
110104,222@8g7-xmz-kfz,"(31.977651529454192, -83.78066161674292)"
110132,222@8gh-p3f-x89,"(30.90371246534129, -84.55176582278646)"
112006,222@8g6-x93-bzf,"(33.7778405897057, -84.29312456753502)"
110226,227@8g6-x9k-89z,"(33.70542012970322, -84.14789701171495)"
113300,225@8g7-482-d5f,"(33.7925890976121, -84.32059108343192)"
110076,223@8g6-x8v-6kz,"(33.791416723474605, -84.28293312774186)"
110010,223@8g7-482-cwk,"(33.79161905903304, -84.32131907161002)"
110092,222@8g7-vf8-d9z,"(32.184378195264436, -83.17909779115324)"
110007,222@8gj-g7g-9j9,"(31.58991347246719, -84.15707575407386)"
110184,223@8g7-4kd-5vf,"(33.73913134351755, -84.73058673299454)"
111314,222@8gj-jkf-249,"(31.373082558920412, -84.94601850230242)"
111306,222@8gd-h8t-c89,"(32.3621654048555, -81.32162674751072)"
110109,222@8g7-cc4-52k,"(32.59261843343169, -82.34754595649818)"
110142,222@8g8-dd4-z4v,"(32.165993488685956, -81.89948214578237)"
110189,222@8g9-49z-52k,"(34.91782418197791, -84.37403603857813)"
110215,226@8g7-366-dy9,"(33.452837290951145, -84.50893085047437)"
110168,223@8gb-54q-cnq,"(34.27871537343503, -85.1951444935207)"
110054,23r@8gb-559-mrk,"(34.29055399150724, -85.21371506970496)"
110005,222@8gb-pwk-t35,"(34.178037659827716, -84.14154377593732)"
110027,222@8g7-j3t-vzz,"(34.44020718752497, -83.13190917969352)"
110083,227@8g7-475-7wk,"(33.807122648584475, -84.3939352888036)"
110161,222@8g6-yjv-6rk,"(33.90906133011882, -84.35455241813915)"
110079,222@8g7-46m-yd9,"(33.75240615963641, -84.38212629077802)"
110115,225@8g7-46q-m49,"(33.761887512928034, -84.37216596489799)"
113301,222@8g6-yj8-hyv,"(33.905921913322146, -84.35405238825665)"
110082,229@8g6-yjv-835,"(33.90979954120234, -84.35113734043244)"
110198,222@8g6-y36-n5z,"(34.062911157406624, -84.32029753696143)"
110078,223@8g7-47b-jd9,"(33.76714260889663, -84.38535588939308)"
110025,223@8gp-vtb-fcq,"(31.175417596605, -81.48518105108997)"
110023,222@8g9-ywp-ffz,"(34.5097845755928, -84.92610452962562)"
110121,224@8gj-9bz-mx5,"(30.863051828491624, -84.20052631805274)"
111329,222@8g7-n38-tn5,"(33.48155628706798, -83.24286986428145)"
110087,222@8g7-2m9-4vz,"(33.96297023593062, -84.01663301282639)"
110192,222@8g6-xgt-m49,"(33.87783730507363, -84.02096225223185)"
110029,228@8gb-ryz-789,"(34.303714341073885, -83.81519961256335)"
111320,222@8gm-gdk-hyv,"(33.716446819920215, -85.14527534014844)"
110191,222@8g7-3d9-f75,"(33.51193381555481, -84.22741678962262)"
110153,223@8g8-4yr-gkz,"(32.4596996059227, -83.71028296457087)"
110069,222@8g6-sc9-b6k,"(32.61632813690883, -83.630730236687)"
110130,222@8g7-ypp-bc5,"(31.603274490183544, -83.25173561920005)"
111303,222@8g7-566-94v,"(33.313015672189074, -83.68625183639482)"
111333,222@8g8-gd6-kxq,"(31.856840338844744, -82.60837904989735)"
110100,223@8g7-djd-j5f,"(33.01085082036966, -82.40587922811292)"
111311,222@8g7-dxg-v9f,"(32.80376690205383, -81.93413168783265)"
111326,222@8gp-gcs-5xq,"(31.042705185333784, -83.08651757282904)"
110125,222@8g6-v68-zzz,"(32.5311578552857, -82.95056416410537)"
111335,222@8gd-nhp-c89,"(31.83909254272012, -81.60114882912865)"
110122,222@8gj-6tn-ysq,"(30.862026853559502, -83.28696756297009)"
110237,222@8gb-pqh-7t9,"(34.52294457664653, -83.97537091525746)"
110111,222@8g7-pv8-8gk,"(33.523582406678244, -82.5019096928664)"
110190,224@8g8-8fk-26k,"(32.294554789923026, -84.03010674794274)"
111316,222@8g8-3xy-5cq,"(32.889444451605996, -84.68317085669823)"
111305,222@8gj-jwp-sh5,"(31.174518216303472, -84.73487590590364)"
111331,222@8gj-mc2-9pv,"(31.22926067782978, -84.2059718435794)"
111318,223@8g8-5gz-5fz,"(33.03108100417564, -83.94621633251245)"
111304,222@8g6-zsn-vmk,"(33.56968434749481, -83.47182559822966)"
110050,22r@8gb-3vg-rhq,"(34.76810026976662, -84.78702586615115)"
110129,222@8g8-7q8-nbk,"(32.506159410130046, -84.96064765685618)"
110200,222@8g8-7v2-5j9,"(32.534610644884665, -84.95120446158047)"
110064,223@8gn-jc9-t5f,"(32.48066726677533, -84.98200436211052)"
110018,222@8g6-zq7-kvf,"(33.60165175705814, -83.84760405226112)"
110042,222@8gb-76z-r49,"(33.90157237357427, -84.78106960783198)"
111310,222@8g8-4gb-rzf,"(32.6046113373085, -83.75974421953742)"
110225,222@8gb-2v8-7t9,"(34.44508981424986, -84.44802927430543)"
111330,223@8gb-59g-45f,"(34.01471316271549, -85.19488209049406)"
110135,222@8g7-sqt-zj9,"(32.29561873935119, -83.48437531563853)"
111313,222@8g6-pq8-8sq,"(33.33603213090799, -83.37107235932169)"
111336,222@8gb-p4n-jsq,"(34.892679464265036, -83.39398396453412)"
110028,222@8g7-bf4-jy9,"(33.47130486339131, -81.98186343320221)"
110034,223@8g7-bf4-2c5,"(33.467120150355754, -81.99068092884654)"
110177,224@8g7-86c-3qz,"(33.48360876258786, -82.09013793594981)"
11L006,223@8g7-86c-p9z,"(33.490503917883, -82.08765088596627)"
110091,222@8g6-x49-bkz,"(33.68025116008337, -84.0016780741702)"
111312,222@8g7-dz9-hdv,"(32.74970523816691, -81.64699039827549)"
110194,222@8gj-jnh-fs5,"(31.05186322832546, -84.88161278499778)"
110031,222@8g7-3s7-vcq,"(33.239251275613555, -84.2675559571671)"
110032,222@8gb-mg9-54v,"(34.59362786690848, -83.34896349780337)"
110044,222@8g8-8nw-94v,"(32.06645076880325, -84.25545014679976)"
111323,223@8g8-dnb-y9z,"(32.080703240249534, -82.1090753691984)"
110095,222@8g7-yxn-6hq,"(31.47181347764048, -83.49080145438603)"
110128,222@8g8-bh3-nnq,"(32.20784001520336, -82.37475003264805)"
111324,222@8gb-p2q-6p9,"(34.946191327252095, -83.75406238889296)"
110016,222@8gm-jny-85f,"(33.03268085638613, -85.05792949779125)"
110051,222@8gb-kxy-yvz,"(34.88605553162504, -83.96242731222374)"
110002,222@8g8-5vd-sh5,"(32.88554793385756, -84.33601010254837)"
110046,222@8g7-2sj-z9f,"(33.79891789718031, -83.74999395237491)"
110003,222@8gp-f4r-7dv,"(31.225072507232962, -82.34847016273721)"
110086,222@8g6-qnx-rhq,"(32.99494880934193, -82.80352512956095)"
110124,222@8gp-wnj-tqf,"(31.601409618584718, -81.89998125728525)"
110001,222@8gb-25x-rc5,"(34.79003478379201, -84.98373293758756)"
111325,222@8g7-hhc-5mk,"(33.728885480445754, -82.74255453026113)"
111328,222@8g7-wfq-z75,"(31.512281606313284, -83.84025180696659)"
120005,223@bp4-77c-6x5,"(19.717559380935167, -155.1130700549782)"
121307,222@bp4-69z-9pv,"(20.075729106025655, -155.47197978637155)"
120019,223@bp4-98w-3kf,"(19.520152156782, -155.91799011196045)"
120001,223@8m4-tbd-z75,"(21.30766734188111, -157.85424545224203)"
120026,22g@8m3-vqt-s5z,"(21.383366766893857, -157.9390224632489)"
123301,222@8m4-tbk-skf,"(21.30022171807123, -157.8349466448567)"
120004,222@8m3-vsc-q9f,"(21.498690086546024, -158.02622870222416)"
122001,224@8m4-6f9-87q,"(21.273106728339386, -157.8025622140276)"
120011,222@8m4-t9z-7qz,"(21.36398385517004, -157.89977128002184)"
120022,223@8m4-tbk-z75,"(21.30220136601613, -157.85014862833003)"
120006,222@8m4-6v5-b6k,"(21.380795464671905, -157.75757247114728)"
120007,22c@8m4-tbf-dsq,"(21.321237535368855, -157.85618606398572)"
121304,224@8m3-vcz-swk,"(21.67704718235684, -157.9526864530036)"
123300,224@8m4-tbk-snq,"(21.29948648716484, -157.8338469621451)"
120014,228@8m5-jv7-kvf,"(21.98540529163784, -159.36669644727658)"
121306,223@8m5-h92-f4v,"(22.087620010868566, -159.31254702723425)"
120002,224@bp5-chq-rrk,"(20.88372149071844, -156.48885840415338)"
121308,222@bp6-2cv-syv,"(20.701439255257352, -156.356780179612)"
130071,222@5w9-j7h-brk,"(43.61687566770182, -116.59085020876367)"
130006,224@5w9-jc4-kpv,"(43.61421518288316, -116.1921313662824)"
130007,222@5w9-jbc-7nq,"(43.614043310831036, -116.25569820639431)"
130028,222@5wr-ggx-5j9,"(42.873824675772546, -112.4214358769567)"
131316,223@5qn-rfk-f4v,"(42.316693591267864, -111.30054140433073)"
131317,223@5wh-hbh-j35,"(47.31428908640173, -116.5659688628116)"
131325,222@5wr-bbr-y9z,"(43.19410623870455, -112.34756304764734)"
131328,222@3x4-kk3-jd9,"(48.277953217494925, -116.5490547019455)"
130074,223@5wg-42c-q75,"(43.473747244901965, -111.98709830362968)"
130018,222@5wg-42c-b6k,"(43.470045143596835, -111.99224395488122)"
131301,223@3x4-qhy-zj9,"(48.70290768633645, -116.32203306870421)"
131324,222@5wr-pmp-wx5,"(43.639475721143626, -113.29521734219564)"
130013,223@5w9-j76-yjv,"(43.59746858892992, -116.51743118669373)"
130014,222@5w9-yhs-85f,"(43.654614535013536, -116.69448021392083)"
131309,222@5wr-hhd-wff,"(42.65172955128043, -111.6153234091026)"
131326,226@5wq-s82-2hq,"(42.53491814907692, -113.78237634991434)"
131320,225@5wj-fr6-3h5,"(46.48650103644002, -116.26044275376509)"
131311,222@5w9-pvr-kj9,"(43.13749848000393, -115.69215723259333)"
131322,222@5ws-hyw-3nq,"(42.09684294502448, -111.87347249870251)"
131318,222@5w9-v48-nbk,"(43.878710435477274, -116.48496056213297)"
131302,222@5wq-zkm-c89,"(42.920987043845244, -114.71027939713782)"
131321,222@5wj-m4r-5s5,"(46.05002062884182, -116.35400192207726)"
131315,222@5w9-9v8-ghq,"(45.9266545406958, -116.1272716169375)"
131310,222@5wr-2cf-h5z,"(42.72948901871113, -114.51895887000907)"
130049,222@3x5-4n2-9mk,"(47.69546221338454, -116.79335287586035)"
132001,223@3x5-4p2-sh5,"(47.713689068748685, -116.90283463699502)"
131327,22g@5wc-cnv-pqf,"(46.72949664091882, -117.00152834985573)"
131305,223@5w8-z7t-d7q,"(45.17310131054577, -113.89109479068382)"
130025,222@5wg-5m5-k75,"(43.825121830623125, -111.7707865927447)"
131319,222@5wq-sfz-ysq,"(42.61968123137587, -113.68683286321335)"
130003,222@5wc-csc-4qf,"(46.41568397941637, -117.02450812335024)"
131303,222@5ws-fs7-9j9,"(42.18945335285084, -112.25051183101245)"
131304,226@5wr-gvd-tvz,"(42.78166256201651, -112.84757913607513)"
131314,222@5wh-bhw-tn5,"(47.546732203795415, -116.13146519265726)"
131313,222@5qp-zj2-bff,"(43.72725826070136, -111.10876824993021)"
130002,222@5wr-7kv-zcq,"(42.59055268544542, -114.49683317506616)"
131308,222@5w8-cth-8jv,"(44.51819204170327, -116.05000554918365)"
131312,222@5w9-c7h-nh5,"(44.908896195554156, -116.11005813471495)"
131307,222@5w9-vnq-xnq,"(44.24848586580497, -116.96095056854536)"
140137,223@5pk-3tt-8gk,"(38.903127506327124, -89.4083667233501)"
141337,226@5pw-kzb-rx5,"(41.36813250925159, -89.45480257952183)"
140143,222@5pw-kw2-f2k,"(41.32876223055461, -89.19154596773149)"
140113,222@5pt-y8c-2x5,"(40.11812507071811, -88.22712750313312)"
140091,222@5pt-y8c-z2k,"(40.11713813212894, -88.21612551129293)"
141341,222@5pk-86h-nyv,"(39.37899465579988, -89.08442009220995)"
141339,223@5pk-6vp-hwk,"(39.55506944108354, -89.29305437866896)"
141351,222@5pk-bwf-g49,"(38.68121279130439, -88.4721445162029)"
140145,222@5pj-3bc-gc5,"(38.626621477024926, -89.52336030995131)"
140189,22m@5pv-srf-tjv,"(39.37219705596108, -88.39083977304892)"
140095,222@5pw-682-85f,"(41.85533943782618, -87.69643339891608)"
140115,224@5pw-5zp-j35,"(41.954225167136634, -87.65130488235413)"
140117,222@5sb-8g3-b8v,"(41.9870711754337, -87.81408413759512)"
140206,223@5pw-69s-n5z,"(41.90100689514466, -87.69922680458681)"
140150,223@5pw-69h-89z,"(41.8690628116087, -87.66974461974591)"
140158,223@5pw-6fk-w8v,"(41.84651756492244, -87.62164165868153)"
142011,222@5sb-8fp-mp9,"(42.05547849512957, -87.89022354524747)"
140177,222@5pw-6cd-mkz,"(41.7574684275964, -87.58539290290682)"
142010,222@5sb-7wp-hqz,"(41.7862743805347, -87.91541199529556)"
140062,222@5pw-25b-9s5,"(41.668490667221526, -87.81427505629534)"
140083,223@5pw-67h-dvz,"(41.8714975009714, -87.76362254663509)"
140048,223@5pw-6cf-jd9,"(41.72658996226845, -87.56746549897125)"
140182,222@5pw-5zn-yqf,"(41.93704357210711, -87.65121017579946)"
140258,223@5sb-8dt-52k,"(42.005017778274485, -88.01705016154817)"
142008,222@5sb-7y6-c5z,"(41.90710531207976, -87.89104017591362)"
140049,222@5pw-67b-fxq,"(41.89183173964675, -87.77655268126652)"
142009,22c@5pw-692-5fz,"(41.94000926746328, -87.72860614426811)"
143300,223@5pw-623-td9,"(41.89602507712894, -87.62217090068194)"
140054,228@5pw-68n-b6k,"(41.83277146546212, -87.79284639345063)"
140290,222@5sb-7vk-qmk,"(42.05420929820552, -88.14151649180235)"
140068,22d@5pw-2r4-54v,"(41.69265121803228, -87.62577164353918)"
140179,222@5pw-6d4-m49,"(41.72198777191656, -87.69337004898357)"
140119,223@5pw-69h-btv,"(41.873049496801315, -87.66919223940097)"
140133,228@5pw-6cr-xwk,"(41.76912953902117, -87.69099094548359)"
140180,222@5pw-69p-bp9,"(41.902592192782, -87.68329362203666)"
140181,22k@5pw-6cd-hqz,"(41.74985075158324, -87.5683174196696)"
140208,223@5pw-2n5-rff,"(41.721553461749096, -87.73297254130766)"
140172,222@5pw-28k-zvf,"(41.52237388965056, -87.71095531546501)"
140223,222@5sb-8fm-cwk,"(42.038496042879075, -87.84690506413125)"
140224,222@5pw-5zb-wp9,"(41.93371079226971, -87.636773613384)"
140197,225@5pw-6qk-djv,"(41.97319104258038, -87.67103419628332)"
140300,222@5pw-6bx-jvz,"(41.80241799516969, -87.61375884150041)"
140251,227@5pw-6b5-fmk,"(41.945682929975376, -87.76921034166571)"
140088,222@5pw-6bz-hnq,"(41.78850351172013, -87.60497322645008)"
140080,227@5pw-6q2-s3q,"(42.025952447390246, -87.68444554717688)"
140063,222@5pw-68v-2c5,"(41.878080971100246, -87.80321575398341)"
140103,222@5pw-6bq-yqf,"(41.77894093921133, -87.6327138146602)"
140114,222@5pw-6qh-cyv,"(41.97478396584589, -87.6998066447996)"
140124,222@5pw-69h-pn5,"(41.87242349482669, -87.67341199719407)"
140250,222@5pw-28n-nh5,"(41.56637893751601, -87.69752382370007)"
140065,222@5pw-2nm-nkf,"(41.79682574327358, -87.8867972447358)"
140252,223@5sb-894-vj9,"(42.06656927436997, -87.9932217850633)"
140276,222@5pw-68x-bzf,"(41.85907764098816, -87.83882862965464)"
140082,222@5pw-6qf-k4v,"(41.96727029207071, -87.65031873635613)"
143302,222@5pw-67p-7h5,"(41.92058616479027, -87.79331169534963)"
140191,222@5pw-2q5-6kz,"(41.60696641441442, -87.65741774133403)"
140281,222@5pw-623-r49,"(41.894031150759865, -87.62244930208868)"
140008,223@5pw-686-s5z,"(41.910863925706956, -87.84258934498136)"
140010,222@5pw-6rs-575,"(42.06634805958738, -87.68383009939966)"
141343,222@5py-tkj-zfz,"(39.01473953229166, -87.75001985930355)"
140286,222@5sb-9rt-zcq,"(41.96288783029362, -88.72390218062509)"
142006,222@5sb-9ry-7bk,"(41.98323448371395, -88.68936027322965)"
141303,223@5pv-g24-vxq,"(40.14843278010115, -88.96498036266878)"
140288,223@5sb-7xh-r6k,"(41.81867763594932, -88.00842199123866)"
140200,224@5sb-7wh-94v,"(41.86458152494336, -87.93470634843915)"
140242,225@5sb-86t-s5z,"(41.873908078211315, -88.15635145212465)"
140231,222@5sb-85m-fzz,"(41.76052211713123, -88.14942186364402)"
140292,222@5sb-7s9-kmk,"(41.91473270244018, -88.05778613694665)"
140122,222@5sb-7wq-h89,"(41.805989617085864, -87.92185963511065)"
141320,222@5pv-v9q-hbk,"(39.60715950746957, -87.67649096017831)"
140032,222@5pv-snc-zfz,"(39.1253855250086, -88.54866170679567)"
141317,222@5pt-x87-m6k,"(40.47833051836069, -88.36941253987474)"
141321,222@5pj-fhw-cbk,"(38.010266994474186, -88.91786238631502)"
140001,222@5q2-r3t-gx5,"(40.55333103201519, -90.03985146217933)"
141300,222@5pk-r7d-3qz,"(39.29674274337489, -90.4127165389081)"
140101,228@5pw-qcz-hkf,"(41.368888097237004, -88.42598864059929)"
141326,223@5pk-ff8-2zf,"(38.0876025197162, -88.539983517512)"
141305,222@5pz-bvn-psq,"(40.40842479405862, -91.1129052574376)"
141319,222@5q2-x6f-m49,"(41.45948249592595, -90.15777804660692)"
141325,222@5q2-tzn-6tv,"(41.22057600354037, -89.94744865897462)"
140167,223@5pt-vhs-pvz,"(40.76617052807717, -87.73119255213506)"
141334,222@5ph-ygx-syv,"(37.77446305570995, -89.32465043400424)"
140164,226@5pj-9md-pvz,"(37.72717759037374, -89.22075234945153)"
140046,223@5pk-fmz-hh5,"(38.29680350235165, -88.93867756266043)"
140294,222@5pk-g38-3yv,"(38.31211558768202, -88.93771594562408)"
140059,222@5pk-ssh-f2k,"(39.10993647311598, -90.34277782154476)"
141302,222@5sb-hrd-v4v,"(42.44865126323564, -90.45754027628033)"
140211,22j@5sb-82y-ffz,"(41.88694471195086, -88.34363238911055)"
140029,222@5pw-pbf-bff,"(41.72885203379568, -88.27189746819684)"
140030,222@5sb-8j6-k2k,"(42.07032012470424, -88.32998095610476)"
140174,222@5pw-p6j-j5f,"(41.785618758766944, -88.32405477754386)"
140217,222@5sb-8jp-ct9,"(42.035667585273075, -88.32601026872011)"
140155,222@5pv-3bf-d7q,"(41.12010816051382, -87.87148834762992)"
140186,225@5pv-3bq-hkf,"(41.12522202960464, -87.88381308304767)"
140040,222@5q2-t66-q4v,"(40.955634789807206, -90.36492995407096)"
140064,222@5q2-t6f-54v,"(40.9870198567194, -90.36085093629279)"
140084,222@5sb-dgn-35z,"(42.37843594796313, -87.83171129486887)"
140100,222@5sb-d6s-mkz,"(42.449241192469586, -87.8287869386492)"
140202,222@5sb-cz8-mrk,"(42.27390310574927, -87.95749968454658)"
140130,222@5sb-cqk-tqf,"(42.25764397136774, -87.86472422448924)"
140291,222@5sb-6xj-w6k,"(42.19640235189705, -88.17307217332736)"
140033,222@5sb-df6-35z,"(42.35821384855396, -87.8670086756065)"
140110,223@5pw-hrk-g8v,"(41.35360543999983, -88.81721323519274)"
141310,222@5pw-qxj-vxq,"(41.552294154391646, -89.08642944933027)"
140234,225@5pw-kv6-nyv,"(41.329477971483776, -89.12484404475993)"
141344,224@5py-thf-djv,"(38.72801983241533, -87.69448998028874)"
140012,222@5sb-svw-ty9,"(41.84414661261072, -89.47959337281056)"
140161,223@5pw-jy2-zzz,"(40.8708005147621, -88.67869990636932)"
141322,222@5pv-hyb-575,"(40.15255704770494, -89.3900181762187)"
140089,223@5pz-sfd-b8v,"(40.446842717584865, -90.66405722109307)"
140116,222@5sb-6vt-2p9,"(42.317702498434954, -88.27829821776074)"
141335,222@5sb-9fk-nkf,"(42.42598256231212, -88.60667191951843)"
140162,222@5pv-jtt-c3q,"(40.482761682042096, -88.95568839299733)"
140127,224@5pv-f43-kxq,"(40.49751136217609, -88.99082502125161)"
140135,222@5pv-fvr-fj9,"(39.868380150303224, -88.96134104877116)"
140166,224@5pv-fw6-99f,"(39.82770361473079, -88.93187758392644)"
141347,222@5pk-4qv-jgk,"(39.29789439466518, -89.88308180494124)"
141306,222@5pk-5hy-2kz,"(39.015728308449674, -89.7895811143144)"
140002,222@5pk-s7c-9j9,"(38.899384494098605, -90.15996240051534)"
140125,222@5pj-5jb-f75,"(38.70066387298523, -90.1447830483651)"
141336,222@5pj-428-kpv,"(38.754905043506405, -89.66745155719396)"
140289,223@5pj-596-bff,"(38.73694945411846, -89.9458492489232)"
141345,222@5pk-dcy-9mk,"(38.64240542481104, -88.94912974120415)"
140034,222@5pk-dkb-fj9,"(38.53130332858635, -89.11716444434254)"
141313,22n@5pz-qjp-87q,"(40.29745043389123, -90.05135806439051)"
141323,22j@5pj-8f8-z9f,"(37.15226689825749, -88.7170140894334)"
141304,222@5q2-rr3-75z,"(41.20502385720342, -90.75872424217113)"
141332,222@5pk-2xs-87q,"(39.1504957480159, -89.48053482532855)"
141350,224@5pk-635-2rk,"(39.18055301051568, -89.6402778616493)"
140058,222@5pz-mh2-pvz,"(39.75056270757687, -90.26353613551566)"
141312,222@5sb-xdr-n3q,"(41.92864947532305, -89.06316599301235)"
140209,223@5pv-mmx-hdv,"(40.69969461583625, -89.59548446989544)"
140013,225@5pv-n5p-nt9,"(40.752950791809496, -89.5936112374343)"
140067,222@5pv-mq7-3h5,"(40.70245619993244, -89.59282019767247)"
142013,223@5pv-mmw-rc5,"(40.69312950460369, -89.6001109659211)"
141307,222@5ph-ywt-hqz,"(38.084712255109686, -89.3493559181885)"
141331,222@5pj-fs8-bkz,"(38.025628130694166, -89.23713417202694)"
141301,222@5pv-wxq-hqz,"(40.059787817357645, -88.5587712180252)"
141315,222@5pz-psq-m6k,"(39.60673214547302, -90.8149052826307)"
141348,222@5ph-zhw-cbk,"(38.20961679248684, -89.99739446221741)"
141338,222@5pj-2gp-8y9,"(37.91735363556429, -89.81347172672406)"
141349,222@5ph-z6b-75z,"(38.12388944763231, -89.69142238942682)"
140147,226@5pk-j2g-k9f,"(38.72599849510436, -88.09435624122105)"
140275,223@5q2-wjw-nh5,"(41.49440059999049, -90.41873079620851)"
140280,223@5q2-wv6-z75,"(41.482679395331395, -90.57050379947668)"
140187,222@5pj-5d2-8d9,"(38.58336407365359, -89.9324120960756)"
140185,222@5pj-5kw-94v,"(38.55025636357109, -90.02131031828992)"
140077,222@5pj-5gs-4qf,"(38.57030160082928, -90.10706253843776)"
141324,222@5pj-c3t-gp9,"(37.815444291807204, -88.44194596430407)"
140148,222@5pk-8wy-dgk,"(39.8093270739701, -89.65562217066534)"
140053,222@5pk-8wy-mp9,"(39.804713164633576, -89.64662092349641)"
141333,225@5pz-kjj-xnq,"(40.11785549754496, -90.56473253840264)"
140019,223@5pk-857-c3q,"(39.40539884938136, -88.80968604464381)"
140160,223@5sb-wph-dn5,"(42.296364372757836, -89.63839347043572)"
140120,223@5pv-gyg-x89,"(40.56332926911319, -89.633186330661)"
141330,223@5pv-h5s-ffz,"(40.421398926512694, -89.41815743099782)"
141342,222@5pj-9jr-tn5,"(37.464569737257335, -89.24582033617578)"
140093,223@5pt-wcp-qj9,"(40.137507901249954, -87.64535447779389)"
141316,222@5pt-v3t-87q,"(40.45848882705381, -87.65972695474125)"
141327,222@5pk-hfm-jvz,"(38.421211009806974, -87.77068246247815)"
141318,222@5q2-tfy-7nq,"(40.922194635316444, -90.65763789560688)"
141308,222@5pj-4zz-68v,"(38.338811662093924, -89.39034164717063)"
141311,224@5pk-d64-3dv,"(38.38148391540193, -88.37435043951184)"
140043,222@5sb-t4j-jgk,"(41.80212021461673, -89.69680800925188)"
141329,227@5sb-vy4-4jv,"(41.81084452474255, -89.95640022972604)"
140007,222@5pw-2cf-3t9,"(41.52811305209165, -88.13480524412651)"
140213,222@5pw-2db-brk,"(41.544891416133346, -87.9834826733626)"
140304,222@5pw-2v4-2zf,"(41.68144373460602, -88.08473292136833)"
140011,223@5pj-fgp-jqf,"(37.80212811013293, -89.02734181781136)"
140184,222@5pj-fd4-4vz,"(37.742308605024526, -88.99147357961569)"
