fips,2021-01-26,2021-02-11,2021-02-05,2021-01-22,2021-02-02,2021-02-07,2021-02-06,2021-01-12,2021-01-31,2021-02-03,2021-01-19,2021-02-09,2021-02-08,2021-02-14,2021-02-10,2021-01-29,2021-02-01,2021-01-30,2021-01-28,2021-01-27,2021-01-14,2021-01-23,2021-01-25,2021-01-21,2021-01-24,2021-01-15
12,1519860.0,1360945.0,1531181.0,1301873.0,1609632.0,1184398.0,1406086.0,1042860,1436724.0,1525807.0,894490.0,1485975.0,1184398.0,1046444.0,1423340.0,1424104.0,1390972.0,1506152.0,1388599.0,1463359.0,1196390.0,1419272.0,1363481.0,1306075.0,1363481.0,1216094.0
13,641261.0,744510.0,636453.0,631889.0,617109.0,542051.0,589212.0,790404,543614.0,663662.0,698864.0,660825.0,520337.0,582557.0,690950.0,638534.0,519283.0,593054.0,676814.0,699584.0,779595.0,631708.0,631708.0,708413.0,631708.0,779895.0
66,16994.0,17307.0,23931.0,30509.0,18690.0,21728.0,22341.0,22709,11846.0,17432.0,30509.0,20377.0,21581.0,12678.0,18857.0,13046.0,10855.0,11846.0,14780.0,16037.0,30509.0,30509.0,30509.0,30509.0,30509.0,30509.0
15,116665.0,107682.0,93187.0,106582.0,108636.0,75952.0,83941.0,108267,98133.0,109464.0,90196.0,91915.0,68965.0,85412.0,102215.0,115635.0,91564.0,106898.0,122756.0,119733.0,106165.0,106783.0,99483.0,110261.0,106783.0,107192.0
19,163593.0,191830.0,214473.0,168343.0,155803.0,182138.0,202023.0,110184,165698.0,180048.0,124045.0,158747.0,165200.0,141213.0,171616.0,174253.0,160432.0,180026.0,179078.0,158679.0,155932.0,181365.0,165272.0,169857.0,170292.0,148017.0
16,90259.0,105762.0,102881.0,103112.0,90327.0,80794.0,90255.0,110905,100670.0,113541.0,96100.0,83249.0,70884.0,87280.0,104646.0,112677.0,97173.0,106821.0,107950.0,106234.0,117489.0,98460.0,89829.0,104803.0,93972.0,113439.0
17,810961.0,850670.0,841529.0,601798.0,786774.0,687465.0,759087.0,556095,685121.0,878154.0,485964.0,729420.0,631357.0,712447.0,787319.0,774223.0,641761.0,747771.0,808450.0,824341.0,554459.0,762498.0,694047.0,602798.0,718178.0,573460.0
18,401351.0,519294.0,406462.0,425798.0,479086.0,368579.0,368579.0,348631,324315.0,468805.0,307739.0,445055.0,368579.0,329501.0,495973.0,348578.0,324315.0,324315.0,373156.0,396795.0,396537.0,395696.0,349869.0,428888.0,395696.0,382115.0
20,189432.0,231077.0,228626.0,199381.0,182149.0,195966.0,211998.0,114907,191881.0,229644.0,144741.0,186676.0,189156.0,191992.0,234088.0,221835.0,186455.0,206830.0,215249.0,224483.0,171610.0,203266.0,193456.0,181566.0,196926.0,165396.0
21,245783.0,274002.0,263223.0,212556.0,265138.0,198658.0,229832.0,197336,245445.0,283800.0,121411.0,260142.0,182318.0,213332.0,255453.0,283407.0,234605.0,264149.0,268850.0,262232.0,176762.0,200040.0,163538.0,215032.0,171507.0,162702.0
22,256350.0,255831.0,210146.0,208545.0,260836.0,169809.0,199019.0,225529,205210.0,257590.0,114584.0,260421.0,155709.0,125995.0,243331.0,222113.0,185746.0,228017.0,244530.0,261579.0,194364.0,228677.0,202253.0,213402.0,209614.0,172208.0
25,433122.0,520813.0,562526.0,484323.0,414298.0,467332.0,520480.0,271943,481719.0,530898.0,350448.0,441733.0,441224.0,417341.0,509780.0,536496.0,451953.0,513818.0,528643.0,492525.0,435749.0,466208.0,425560.0,423283.0,439369.0,412150.0
24,420781.0,443122.0,417228.0,435113.0,362638.0,364700.0,402887.0,406569,379196.0,412166.0,317528.0,405310.0,346420.0,342081.0,380041.0,439110.0,356349.0,408870.0,439044.0,431172.0,386569.0,434764.0,391340.0,413420.0,403631.0,370420.0
23,91001.0,106129.0,95314.0,90005.0,76089.0,76101.0,85924.0,78030,71772.0,80489.0,62897.0,89088.0,76101.0,106129.0,92554.0,87943.0,66339.0,80058.0,93034.0,95142.0,75746.0,85447.0,74381.0,84673.0,78635.0,75746.0
26,546755.0,483453.0,505400.0,498821.0,592767.0,387635.0,446394.0,540465,385570.0,586732.0,290158.0,536742.0,357200.0,315002.0,506401.0,494837.0,357056.0,440177.0,545284.0,580069.0,446415.0,443014.0,368238.0,510431.0,400402.0,409568.0
27,329008.0,366738.0,299947.0,398866.0,271749.0,221162.0,246884.0,290960,318806.0,367274.0,268065.0,230560.0,204960.0,261607.0,312935.0,394200.0,291220.0,351700.0,398135.0,412480.0,337116.0,375403.0,333836.0,392933.0,359520.0,321347.0
29,325027.0,363783.0,421362.0,372003.0,357694.0,336373.0,377576.0,323391,391016.0,422138.0,292546.0,315637.0,318086.0,281949.0,351842.0,426259.0,373198.0,426959.0,440298.0,392025.0,352986.0,369677.0,325705.0,355818.0,343663.0,338353.0
69,9912.0,16922.0,18318.0,10930.0,19243.0,17761.0,17953.0,14928,8600.0,18995.0,12278.0,17386.0,17735.0,15896.0,17120.0,9102.0,11702.0,8917.0,9399.0,9624.0,14052.0,10611.0,10155.0,11341.0,10260.0,13741.0
28,190037.0,236225.0,220066.0,195876.0,197975.0,194418.0,214986.0,157506,188599.0,233945.0,119978.0,207546.0,188021.0,186902.0,224568.0,212252.0,186141.0,202513.0,216803.0,206311.0,147952.0,207576.0,177140.0,198109.0,180464.0,149222.0
30,41752.0,42786.0,41139.0,53152.0,34326.0,25910.0,32792.0,36267,37125.0,46901.0,42607.0,24526.0,24402.0,23015.0,47782.0,49061.0,35505.0,42378.0,52512.0,51856.0,51880.0,46956.0,42144.0,51736.0,42910.0,49136.0
37,551178.0,555423.0,608201.0,667461.0,514197.0,475734.0,547035.0,624840,471818.0,617117.0,598871.0,434782.0,443914.0,450290.0,495796.0,549152.0,447732.0,524739.0,549974.0,680527.0,701488.0,669593.0,570563.0,683818.0,610161.0,696826.0
38,11293.0,21759.0,18798.0,22645.0,22060.0,4803.0,10883.0,14046,10135.0,18578.0,12067.0,13620.0,1845.0,6459.0,13381.0,20700.0,8569.0,16465.0,25849.0,19195.0,25901.0,17751.0,11508.0,23605.0,13575.0,22265.0
31,102969.0,157721.0,142039.0,119650.0,114963.0,115501.0,127970.0,102936,110664.0,144240.0,107811.0,151477.0,112314.0,121792.0,157508.0,130005.0,107458.0,121099.0,137381.0,144702.0,114880.0,114031.0,104067.0,126159.0,105254.0,120305.0
33,83523.0,113972.0,91855.0,77355.0,91051.0,91813.0,96522.0,71737,88787.0,96979.0,55669.0,98723.0,91097.0,103334.0,101033.0,86142.0,86585.0,93360.0,90174.0,87795.0,68514.0,73134.0,68327.0,74511.0,69612.0,64708.0
34,515667.0,573573.0,551014.0,487512.0,398766.0,406020.0,439536.0,433855,437085.0,400529.0,258652.0,384036.0,385939.0,427448.0,540242.0,504099.0,422232.0,463581.0,582335.0,595238.0,395378.0,489011.0,426759.0,491080.0,454275.0,341730.0
35,60589.0,58811.0,57930.0,86255.0,73433.0,33082.0,42264.0,98840,53753.0,71320.0,66600.0,59436.0,22089.0,10068.0,56723.0,79045.0,42676.0,69579.0,90058.0,86550.0,115335.0,72377.0,52405.0,85260.0,56934.0,105445.0
32,173663.0,154723.0,120977.0,154642.0,164001.0,93727.0,105548.0,145497,127722.0,138404.0,108910.0,158669.0,81115.0,106352.0,154867.0,129715.0,120046.0,144608.0,144558.0,164158.0,133231.0,149919.0,127081.0,162184.0,134747.0,128076.0
36,947928.0,1222566.0,1245995.0,1163081.0,1020629.0,1041433.0,1152984.0,1042568,1057313.0,1238080.0,884006.0,986307.0,960226.0,1043864.0,1195476.0,1120357.0,1005110.0,1140840.0,1182121.0,1225753.0,1184049.0,1113435.0,977637.0,1097534.0,1030546.0,1126859.0
39,698924.0,834476.0,724513.0,676726.0,672736.0,607785.0,659263.0,554160,599887.0,726634.0,496166.0,696897.0,555430.0,623175.0,744738.0,710801.0,549276.0,642896.0,742581.0,760751.0,619026.0,638151.0,547453.0,634819.0,585971.0,592822.0
40,201801.0,187114.0,189532.0,208848.0,171100.0,160879.0,193373.0,223532,156940.0,213410.0,181907.0,162318.0,148571.0,134296.0,172994.0,208237.0,151344.0,184620.0,229722.0,224431.0,212634.0,191544.0,169804.0,223066.0,173540.0,220590.0
41,281134.0,251440.0,246722.0,233995.0,245698.0,202204.0,225075.0,216815,257435.0,252306.0,118147.0,228430.0,180510.0,170235.0,242315.0,255134.0,241698.0,282933.0,266342.0,274412.0,205279.0,221987.0,191774.0,262397.0,206528.0,188922.0
42,836321.0,946001.0,1020971.0,812964.0,831255.0,884661.0,954009.0,632777,888753.0,985059.0,530934.0,844695.0,851142.0,867098.0,899917.0,1001033.0,842740.0,944499.0,1058979.0,965945.0,654886.0,868255.0,787326.0,738947.0,819534.0,627199.0
72,228219.0,369541.0,335301.0,175822.0,282086.0,324331.0,324331.0,202641,281556.0,338754.0,181795.0,316803.0,324331.0,324079.0,326982.0,306547.0,277511.0,294890.0,312821.0,306663.0,210595.0,198308.0,183933.0,180155.0,187377.0,207188.0
44,79411.0,83719.0,71651.0,74251.0,76609.0,75233.0,80470.0,40657,82048.0,75176.0,54344.0,85871.0,71816.0,87495.0,83388.0,73918.0,78985.0,85131.0,73487.0,75391.0,39254.0,85976.0,78806.0,68436.0,81659.0,60877.0
45,202389.0,151004.0,165808.0,224148.0,189254.0,115783.0,141821.0,234875,120609.0,203498.0,163375.0,126633.0,99008.0,187464.0,124638.0,172892.0,97399.0,152290.0,188801.0,221265.0,230295.0,204095.0,145902.0,233744.0,174455.0,228714.0
46,34902.0,39992.0,31857.0,29632.0,34496.0,29711.0,33558.0,34802,24739.0,36633.0,32562.0,34744.0,28082.0,21802.0,36837.0,26569.0,23015.0,27853.0,32024.0,35839.0,34091.0,29375.0,24063.0,33923.0,26134.0,36572.0
47,370992.0,429323.0,390438.0,396855.0,359090.0,365952.0,404677.0,234543,389662.0,385756.0,305737.0,345296.0,351255.0,394615.0,385389.0,407679.0,370964.0,424733.0,429600.0,398593.0,391837.0,414673.0,376179.0,348156.0,386783.0,354212.0
48,1424454.0,1382865.0,1313608.0,1239644.0,1595918.0,1155637.0,1294339.0,1037664,1250671.0,1562004.0,701611.0,1157870.0,1080213.0,965578.0,1441907.0,1439683.0,1163318.0,1318892.0,1406445.0,1531076.0,1061976.0,1342956.0,1266819.0,1210249.0,1307526.0,945358.0
49,144432.0,69333.0,116930.0,138996.0,102589.0,93240.0,93240.0,161050,114874.0,146939.0,104970.0,21608.0,-13104.0,69433.0,43783.0,130248.0,78345.0,114874.0,159618.0,154443.0,152591.0,138996.0,112718.0,148247.0,138996.0,139965.0
51,577547.0,366676.0,393927.0,666327.0,405587.0,284405.0,335198.0,606543,399129.0,448035.0,525831.0,382560.0,252136.0,241194.0,371935.0,461607.0,361530.0,446430.0,503349.0,550531.0,634889.0,640428.0,586752.0,630283.0,618057.0,608491.0
78,11953.0,14282.0,11741.0,10455.0,13616.0,11148.0,11159.0,8295,11067.0,12938.0,9690.0,11461.0,11096.0,14137.0,13557.0,11819.0,10959.0,11108.0,12455.0,12701.0,9326.0,10170.0,11101.0,10581.0,10147.0,10194.0
50,38509.0,41017.0,36021.0,38378.0,35804.0,28895.0,33083.0,39168,32570.0,38907.0,33419.0,36838.0,25747.0,31238.0,40213.0,38013.0,27322.0,35973.0,39904.0,41448.0,40229.0,40574.0,36376.0,36040.0,38128.0,41530.0
53,453190.0,389006.0,344581.0,426815.0,387256.0,303482.0,340827.0,372158,347056.0,397721.0,374975.0,413546.0,270674.0,271354.0,396154.0,398429.0,310797.0,387449.0,432415.0,446605.0,430337.0,409628.0,357840.0,447452.0,397240.0,453569.0
55,367004.0,254425.0,331148.0,336404.0,378216.0,183773.0,288059.0,292247,303992.0,374728.0,224402.0,276636.0,163048.0,126688.0,262497.0,386881.0,281665.0,344799.0,431133.0,454881.0,287945.0,324470.0,294224.0,338567.0,301810.0,268097.0
54,67908.0,46620.0,36781.0,51038.0,60895.0,34954.0,42130.0,57645,45426.0,60535.0,52818.0,52986.0,33613.0,9017.0,47823.0,38437.0,44875.0,48799.0,53796.0,63474.0,42315.0,48256.0,39108.0,64252.0,40217.0,71268.0
56,30386.0,39360.0,34233.0,35103.0,30432.0,29792.0,29792.0,31333,28727.0,36975.0,30718.0,36718.0,25193.0,23101.0,37960.0,36584.0,27029.0,36584.0,39400.0,39400.0,38999.0,33191.0,29594.0,38141.0,29947.0,36030.0
