State,stateFIPS,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06
WV,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,12,16,20,38,49,49,96,113,123,145,162,189,217,237,281,320,345,412,479,520,573,591,605,631,689,718,722,773,822,887,906,928,960,980,1019,1025,1050,1076,1092,1107,1124,1151,1181,1191,1220,1238,1272,1293,1321,1345,1357,1366,1375,1402,1426,1452,1452,1479,1481,1504,1538,1589,1612,1705,1744,1761,1783,1783,1901,1941,1968,1995,2009,2036,2066,2088,2108,2127,2133,2151,2167,2183,2207,2228,2253,2283,2291,2328,2355,2397,2433,2481,2528,2548,2579,2611,2658,2712,2761,2817,2849,2888,2932,3006,3077,3141,3262,3356,3461,3615,3882,3983,4074,4207,4316,4463,4557,4699,4877,4983,5080,5080,5161,5461,5550,5695,5821,5959,6053,6173,6321,6422,6639,6735,6854,6973,7051,7159,7277,7433,7563,7694,7754,7875,8008,8148,8279,8442,8564,8632,8731,8801,8982,9066,9185,9272,9312,9395,9540,9633,9824,9967,10110,10250,10507,10642,10845,11037,11289,11412,11575,11661,11808,12017,12174,12521,12699,12820,12976,13196,13430,13683,13874,14054,14171,14384,14504,14706,14953,15158,15348,15512,15688,15848,16024,16307,16468,16628,16742,16936,17139,17325,17707,17913,18128,18281,18555,18818,19082,19580,19801,20081,20293,20520,20734,21055,21392,21712,21906,22220,22705,23064,23464,23990,24459,24879,25233,25592,25986,26546,27085,27742,28400,28795,29316,29316,30897,31638,32792,33658,34459,35315,36277,37398,38477,39598,40478,41112,42080,43049,44178,45045,45845,46996,47841,48819,49905,52171,52171,53572,54997,54997,57060,58462,59693,60636,62151,63217,64393,65707,66849,66849,66849,71214,72342,73337,73337,75936,77239,75936,80177,80177,80177,80177,90284,90284,90284,90284,91057,91057,93157,93157,95958,97843,97843,97843,97843,97843,97843,105104,105104,105104,105104,109809,109809,111677,112611,113615,114740,115284,115800,116935,116935,116935,119454,120313,120994,121425,121935,122470,123044,123641,124190
WI,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,19,27,33,47,72,106,155,206,280,380,414,455,584,707,842,989,1112,1221,1351,1549,1730,1916,2112,2266,2438,2578,2755,2884,3068,3213,3341,3427,3555,3721,3874,4044,4195,4342,4498,4620,4845,5050,5354,5686,5911,6081,6289,6519,6853,7313,7660,7964,8236,8565,8899,9215,9590,9938,10217,10418,10610,10902,11274,11684,12185,12541,12685,12883,13408,13883,14394,14875,15276,15583,15860,16461,16972,17704,18227,18400,18538,18917,19394,19889,20248,20571,20834,21033,21308,21593,21921,22240,22515,22755,22929,23194,23452,23875,24153,24538,24818,25065,25330,25763,26226,26747,27286,27743,28058,28659,29199,29738,30317,31053,31577,32061,32556,33154,33908,34753,35679,36448,36942,37906,38727,39627,40507,41485,42315,43018,44135,44847,45899,46917,47870,48827,49417,50179,51049,52108,52940,54002,54924,55328,56056,56940,57779,58768,59933,60554,61061,61785,62263,63206,64227,65056,65741,66196,66830,67493,68233,69059,70009,70462,70854,71492,72260,73138,73981,74800,75337,75603,76584,77129,77856,79354,80300,81193,81760,82477,83334,84881,86250,87603,89185,89956,96937,98440,100574,103154,105557,107292,108588,110327,112222,114700,117329,120231,122478,124217,126664,129123,132123,134948,138002,139928,141655,143730,146193,149467,152631,155602,158315,160331,163759,167082,171122,175227,175227,175227,183142,187828,192191,195823,200466,205139,208917,211928,217428,221559,226705,232062,237870,241423,244928,251032,257288,263571,269982,277503,281910,286380,293812,301347,309572,318023,323604,329924,334562,342155,350665,358110,365190,380314,384426,379684,386441,392438,398103,399526,404998,409054,411730,416365,420930,426534,432207,437918,441067,443389,448009,452180,456889,461367,465991,468956,471275,475340,478162,482443,486364,490679,492724,494353,497379,500443,503706,505345,505345,508580,510137,513056,516226,520437,522523,523652,526245,527871,531890,535999,540508,544618,548134,550260,551942,555197,558020,561160,563866,566274,568164,569333,571266,573119,575688,577991,580003,581377,582477,584041,585600,587580,589384,590997,592140,592921,594217,595756,597475,598902,600018
WY,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,10,15,18,18,22,24,26,29,37,49,55,73,84,85,95,120,137,153,166,187,199,212,221,230,239,252,261,270,275,282,288,296,305,309,313,317,322,326,331,348,360,367,388,394,403,414,419,429,435,444,452,479,483,490,495,504,510,512,523,529,541,559,566,577,775,787,800,802,813,837,843,850,860,876,891,897,903,910,912,915,921,932,938,946,957,969,979,1008,1027,1049,1057,1078,1088,1114,1143,1173,1179,1196,1230,1254,1282,1326,1368,1392,1417,1450,1487,1517,1550,1582,1606,1634,1675,1709,1740,1769,1790,1839,1862,1903,1950,1985,2026,2069,2108,2126,2187,2238,2288,2347,2405,2445,2475,2520,2589,2628,2686,2726,2769,2808,2848,2884,2923,2953,3000,3015,3050,3042,3073,3096,3119,3183,3227,3286,3331,3363,3430,3468,3524,3543,3579,3603,3634,3684,3684,3763,3784,3820,3842,3866,3911,3938,3989,4006,4032,4032,4103,4151,4199,4264,4297,4344,4392,4438,4566,4652,4746,4780,4871,4944,5016,5169,5305,5420,5465,5633,5754,5821,5948,6083,6214,6365,6504,6629,6770,6899,7092,7325,7455,7611,7802,7964,8177,8375,8665,8816,9025,9311,9526,9838,10053,10369,10523,10648,10880,11102,11311,11549,11826,11826,13383,14157,14619,15044,15409,16360,16614,17306,18009,19372,19372,20479,21334,22465,22465,23193,24453,25275,26169,27129,27129,28169,29431,29959,30761,30761,31929,31929,32478,33305,33805,34507,35078,35737,35737,36317,36985,37475,37883,38223,38785,38906,39359,39774,40064,40310,40593,41358,41488,41662,42117,42379,42664,42664,42664,43137,43200,43704,43923,44133,44409,44409,44573,44875,45256,45569,45890,46168,46647,46719,46832,47395,48072,48289,48701,48908,49068,49363,49708,49922,50124,50424,50583,50583,50898,51062,51152,51368,51430,51690,51704,51907,52049,52128,52288,52468,52576,52620
AZ,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,6,6,10,10,10,12,12,18,20,27,44,63,103,152,234,326,401,508,663,773,919,1154,1289,1414,1596,1769,2018,2269,2456,2575,2726,3018,3111,3393,3539,3701,3798,3962,4234,4507,4718,4928,5064,5251,5459,5768,6043,6280,6526,6716,6948,7202,7648,7961,8364,8640,8919,9304,9706,9944,10526,10960,11118,11379,11735,12175,12673,13168,13631,13937,14170,14566,14897,15315,15607,16039,16339,16560,16782,17261,17763,18465,19255,20119,20123,21249,22220,22753,24331,25451,26889,27677,28296,29852,31263,32918,34458,35691,36705,39097,40924,43443,46688,49798,52390,54586,58353,59973,63030,66458,70051,73908,74533,79214,84092,87425,91858,94553,98089,101441,105094,108614,112671,116892,119930,122467,123824,128097,131354,134613,138523,141265,143624,145183,148683,150609,152944,156301,160049,162014,163827,165934,168273,170798,174010,177002,178467,179497,180505,182203,183647,185053,186107,186923,187523,188737,189443,190793,191721,192654,193537,194005,194920,195557,196280,196899,197895,198102,198413,199272,199459,200139,200658,201287,201661,201835,202342,202861,203953,204680,205516,205766,205964,206045,206541,207002,207523,208128,208512,208725,209209,209907,211628,212938,213548,214017,215250,214845,215284,215852,216367,216824,217236,217509,218184,218507,219212,219763,220399,220754,221070,221934,222538,223401,224084,224978,225575,226050,226733,227635,228748,229486,230407,231149,231863,232937,233912,234906,235882,236772,238163,238963,240120,241165,242480,244045,245946,247473,248139,249818,250633,252767,254764,257384,259264,259699,263133,265163,266562,269577,273053,275435,276912,279896,283102,287225,291696,295334,299665,302324,306868,310849,314326,318638,322774,325995,326817,337139,340979,346421,352101,358900,364276,365843,378157,382601,387529,394512,402589,409264,419931,424382,429219,435036,442671,448231,453597,453597,453597,453597,453597,453597,453597,453597,504423,507222,512489,520207,530267,539150,556384,561542,567474,574680,584593,596251,607345,618546,627541,636100,641729,649040,658186,666901,673882,679282,685699,690544,699942,708041,715357,722574,727888,732643,738561,743232,748260,753379,758404,762145,765083,767379,771796,775622,779093
IL,17,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,6,7,13,19,24,32,46,63,92,104,159,287,421,584,752,1049,1285,1536,1864,2540,3027,3491,4596,5057,5993,6972,7678,8871,10357,11253,12258,13547,15084,16420,17883,19177,20850,22021,23243,24592,25729,27573,29134,30345,31503,33053,35107,36932,39650,41773,43895,45878,48097,50349,52908,56049,58500,61485,63830,65958,68228,70869,73756,76081,77733,79002,83016,84686,87929,90359,92447,94182,96473,98018,100410,102681,105441,107792,110295,112008,113185,114305,115832,117450,118912,120257,121232,122841,123820,124749,125903,126883,127744,128406,129204,129829,130597,131189,131861,132528,133002,133628,134181,134773,135464,136100,136757,137217,137817,138532,139429,140288,141074,141720,142454,143182,144011,144834,145744,146609,147249,147861,148449,149431,150449,151757,152959,153915,154791,155500,156693,157948,159333,160609,161571,162746,163681,165298,166919,168452,169880,171417,172644,173721,175118,176889,178823,180470,181936,183240,184696,186471,188421,190506,192694,194078,195383,196910,198583,200418,202683,204516,206078,207850,209588,211881,213717,215926,218278,220173,221782,223466,225624,227330,229482,231357,233354,235019,236514,238641,240002,245368,248169,249572,250951,252347,253682,255636,257783,259899,261362,262724,264198,266142,268195,270317,272841,274240,275721,277255,279104,281360,283839,286283,287880,289586,290958,293231,295393,297598,300034,301489,303347,304962,307592,310688,313506,316411,319137,321877,324731,327597,331611,336166,339793,344037,347151,350865,355209,360150,364024,370180,374243,378972,382971,389082,395445,402389,402389,417265,423485,430006,437544,447479,465528,477966,487974,498547,511169,523823,536526,551940,562965,573590,585233,597818,606740,621367,634378,646269,656281,664603,674072,685450,697471,705045,712918,720096,726285,738826,748584,759543,770069,779942,787554,796245,804154,812411,823512,832932,841669,848884,856098,863454,870576,879403,886780,894341,900345,905043,911282,918044,925085,930798,934117,937884,942334,947978,955352,963361,963361,975322,979791,984852,991690,999260,1008016,1017292,1024007,1028718,1033494,1040135,1045997,1052648,1059287,1064629,1068791,1072177,1076389,1081318,1086297,1093337,1098488,1101782,1104726,1108392,1112143,1116334,1120491,1123839,1126267,1128579,1130883,1134198,1137526,1141186,1144248
MS,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,10,12,21,34,50,80,140,206,246,313,374,484,484,484,756,845,935,1064,1178,1460,1566,1748,1848,1913,2005,2258,2465,2640,2781,2940,3085,3360,3620,3789,3972,4273,4508,4710,4892,5148,5429,5710,5906,6090,6340,6561,6814,7209,7438,7550,7876,8186,8416,8681,9089,9366,9498,9673,9906,10089,10469,10799,11113,11286,11422,11701,11961,12220,12615,12997,13249,13453,13720,14038,14366,14786,15202,15484,15728,16014,16309,16554,16764,17033,17268,17754,18107,18480,18480,19087,19343,19509,19788,20136,20594,20594,20594,20594,20594,22286,22897,23422,24512,25063,25531,25892,26567,27247,27900,28770,29684,30669,30900,31257,32214,32888,33591,34622,35419,36287,36680,37542,38567,39797,40829,41846,42638,43889,45524,47071,48053,49663,51097,52304,52957,54299,55804,57579,58747,59881,60553,61125,62199,63444,64400,65436,66646,67173,67649,68293,69374,69986,70930,71755,72136,72412,73207,74555,75449,76264,77268,77894,78405,79206,80110,80695,81294,82029,82676,82950,83584,84365,85116,85939,86478,86888,87130,87379,87805,88322,89175,89620,89874,90018,90523,91234,91935,92432,93087,93364,93556,94021,94573,95310,96032,96677,96859,97049,97638,98190,98885,99558,100167,100488,100703,101678,102241,102819,103681,104638,104932,105228,105941,106817,108139,109255,110006,110592,111322,112123,113081,113876,115088,115088,115763,116617,117617,118587,119336,120158,120498,120863,121508,122275,123885,124852,125884,126688,127204,127204,129394,129394,130665,131970,133340,134308,134896,135803,137396,138791,140429,142401,143173,143869,144544,145636,147382,148387,149940,151785,153270,154411,156868,159035,161516,163458,164931,166194,167926,170672,172955,175282,177947,179320,181095,183300,185643,187904,190411,192111,194333,195500,197691,200325,202651,204178,205023,206388,208089,210032,213055,215811,218386,220277,222061,223677,225444,228235,228235,233665,233665,239082,240309,241957,243899,245847,248189,250869,252475,253932,255125,256827,259117,261167,263023,264219,265146,266598,268672,270476,272662,274190,275001,275706,276531,277322,278532,279742,280778
NM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,13,21,23,28,35,43,57,65,82,95,112,136,185,208,234,281,315,362,403,494,545,626,688,796,865,989,1090,1174,1244,1345,1345,1345,1597,1711,1798,1845,1971,1971,2210,2376,2521,2660,2724,2823,2974,3213,3411,3513,3732,3849,4029,4136,4287,4490,4660,4759,4844,5034,5160,5300,5434,5584,5584,5623,6090,6187,6313,6468,6621,6791,6939,7022,7128,7250,7360,7488,7622,7688,7795,8020,8136,8349,8669,8797,8937,9059,9104,9248,9365,9523,9619,9721,9845,9933,10064,10152,10258,10429,10565,10692,10838,10990,11189,11408,11618,11808,11981,12147,12276,12519,12775,13062,13255,13506,13726,14017,14251,14549,14773,15027,15289,15514,15841,16137,16456,16736,16971,17215,17517,17817,18163,18474,18788,19040,19492,19791,20136,20387,20599,20795,21015,21129,21339,21803,21772,21965,22115,22314,22443,22641,22814,22985,23157,23296,23401,23489,23561,23724,23905,24011,24296,24394,24466,24532,24730,24918,25041,25177,25282,25349,25458,25610,25809,25899,26042,26100,26139,26177,26264,26426,26560,26656,26757,26838,26920,27038,27193,27348,27508,27576,27681,27784,27981,28216,28486,28689,28841,28984,29156,29434,29661,30000,30296,30477,30632,30947,31372,31756,32241,32722,32982,33362,33713,34287,34958,35770,36343,36788,37302,37896,38715,39377,40168,41040,41862,42585,43169,43826,44904,45909,46490,47232,48103,49239,50251,51110,52394,53671,54881,56289,57547,59034,60776,62006,63171,64201,65454,67559,70451,74116,77098,79440,81896,84148,86247,88102,89796,91851,93981,95412,97093,99419,100963,102862,104935,106856,108088,109947,109947,112950,114731,116565,118358,119800,121299,122557,124357,126045,127500,128930,129992,130807,132075,133242,135166,136622,137226,137968,138659,139875,141185,142863,144141,145379,146393,147315,148499,149984,151819,153456,154954,156157,157087,157974,159119,160543,161805,162893,163637,164262,164954,165835,166823,167731,168579,169205,169696,170296,171047,171719,172798,173539,174064,174550,174982,175652,176211,176793,177214
NY,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,23,25,77,107,145,173,207,325,434,527,729,950,1544,3052,5637,7848,12208,15832,20909,25578,32968,38976,44813,53303,59240,67194,74447,82133,90390,103652,113892,122178,130830,138988,149476,159937,170512,180458,188694,195031,202208,213779,222284,229642,236732,242786,247512,251959,257607,263529,271659,282212,288114,292065,295175,299760,304441,308383,313046,316484,319022,321261,324047,327538,330476,333191,335464,337124,338554,340730,343120,345882,348301,350190,351440,352914,354439,356527,358223,359995,361584,362833,363905,365034,366802,368353,369729,370839,371780,373109,374154,375202,376277,377385,378166,378868,379551,380225,380961,381783,382699,383393,384013,384644,385211,385829,386625,387341,388005,388557,389154,389736,390484,391289,391992,392608,392989,393496,394248,395021,395939,396663,397200,397995,398313,398383,399575,400358,401098,401775,402332,403244,404075,404844,405620,406374,406876,407395,408250,408945,409759,410509,411269,411805,412413,412947,413662,414439,415083,415836,416367,417043,417658,418292,418997,419711,420414,420929,421405,422072,422772,423509,424236,424970,425577,425985,426640,427271,427872,428581,429234,429806,430214,430843,431409,432200,432836,433471,434169,434825,435579,436287,437176,438040,438841,439570,440090,440647,441223,441980,442860,443709,444434,445017,445783,446435,447331,448121,449107,449969,450542,451296,451961,452916,453824,454829,455695,456529,457718,458718,460100,461698,463429,464651,465584,466977,468337,470173,471765,473212,474355,475384,476777,478009,479469,481176,482960,484350,485348,486549,488575,490203,491840,493901,495533,496724,498715,500746,503245,505500,507612,509804,511437,513758,515884,518881,522090,525677,529105,532249,536214,541034,545831,551232,556620,560269,563759,568847,574141,579451,584919,590892,596283,602189,607070,613335,620268,628444,634507,641230,648049,655334,664307,674162,685433,696194,705896,713198,722533,733133,743311,753906,765035,775229,784273,794626,804624,815538,828235,838154,848111,857118,866834,878771,891339,903785,914591,922214,932621,944059,957481,974283,990780,1005854,1017222,1028431,1041097,1057745,1075381,1094213,1111156,1126511,1140225,1155439,1170016,1183677,1203619,1219617,1233459,1245644,1258156,1271520,1285406,1300550,1314336,1327056,1339059,1350123,1361082,1374480,1387059,1399863,1410656,1419164,1427379,1433304,1440718,1449495,1449495
NC,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,7,8,16,16,17,32,33,40,40,63,137,137,183,255,289,392,495,622,763,929,1163,1302,1491,1580,1855,2093,2402,2585,2870,3220,3427,3653,3909,4303,4517,4778,4988,5099,5374,5853,6119,6443,6680,6843,7074,7380,7782,8232,8480,8678,9177,9515,10015,10920,11504,11664,11843,12253,12756,13390,13866,14358,14757,15036,15344,15816,16505,17130,17977,18512,19019,19699,20124,20855,21613,22715,23211,23930,24112,24623,25409,26487,27669,27669,29251,29875,30770,31852,33247,34612,35530,36357,37090,38168,39473,41245,42815,44108,45092,45874,46853,48185,49806,51388,52791,53593,54442,55911,57126,58815,60537,62141,63484,64668,66496,68136,70241,71654,72983,74528,75875,77310,79349,81330,83793,85701,87528,89484,91265,93426,95478,97958,99778,101046,102861,104994,106741,108986,111092,112713,114334,116086,117836,120192,122147,123877,125214,126532,128161,129286,131267,132809,134766,136218,136839,137892,139000,141983,143334,144870,146115,146680,147942,149087,151070,153074,154804,156276,157548,158903,160150,162241,163657,166241,167290,168468,169424,170553,172201,172201,175815,176901,177919,178635,179532,180754,182286,183738,184936,185780,186887,188024,189576,190973,192247,193547,194355,195548,196500,198187,204330,206060,207349,208226,209136,210632,212895,214684,216886,217496,219728,221258,222969,225397,227431,229752,231470,232745,234481,236407,238939,241623,243725,246028,247172,248750,250586,252992,256284,256284,257899,261714,261714,264598,264598,267402,269459,270792,272949,280336,282802,285659,288334,290432,291947,294854,297973,300561,301342,305233,308350,310322,313606,316955,320858,324959,328072,331872,334298,339189,343408,346506,350511,353952,357774,360507,364505,368701,374190,377071,382680,388552,394984,400030,404032,410527,416083,423622,429776,436595,441361,446601,451874,456727,466076,472268,479166,484424,490033,490033,490033,490033,490033,490033,520714,522266,530741,537414,537414,558437,564924,570108,575396,582348,592746,602774,614355,623188,629124,635966,641073,650926,659840,667826,678570,678570,684497,690911,698099,705535,712716,718812,723445,727423,733009,739500,746459,752627,757632,761302,764228,776318,781802,787349,794628
OK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,4,8,10,17,29,43,49,53,67,81,106,164,243,243,377,429,480,566,720,877,987,1157,1251,1325,1468,1522,1681,1789,1866,1968,2061,2177,2261,2355,2355,2355,2355,2355,2805,2893,3015,3015,3192,3251,3279,3408,3473,3617,3748,3851,3971,4043,4122,4197,4325,4416,4479,4577,4603,4725,4851,4959,5082,5237,5308,5395,5487,5532,5678,5849,5955,6033,6088,6134,6224,6268,6336,6418,6418,6526,6689,6804,6904,7003,7060,7150,7204,7361,7479,7626,7845,8074,8232,8410,8640,8903,9350,9705,10037,10514,10731,11027,11509,11945,12342,12642,12944,13172,13757,14113,14540,15065,15645,15928,16362,17220,17894,18496,19092,19779,20235,20745,21739,22814,23441,24140,25056,25265,25433,26326,27301,27969,29116,30081,31285,32528,33757,34605,35710,36476,37716,38209,38601,39455,40563,41401,42255,43072,43564,43962,44725,45393,46101,46895,47795,48335,48709,49325,49923,50656,51746,52595,53159,53516,54170,54835,55548,56258,57346,58016,58730,59390,60116,61025,62034,63180,63605,64219,65047,65926,66697,67637,68658,69349,70223,71314,72280,73313,74567,75801,76795,77903,79065,80159,81243,82519,83508,84333,85194,86217,87197,88365,89558,90741,91981,91981,93340,94350,95563,97086,98611,99383,100180,101484,102613,103836,105291,106494,107292,108072,109548,110855,112481,113856,115681,116730,117392,118409,119152,120193,121494,122762,124110,125193,126525,127772,129873,131751,131751,136258,138449,140155,142334,144689,147358,150205,154128,156857,158408,161425,164352,167261,170924,174330,177874,180610,184557,184342,187565,193814,195545,197743,199478,202341,204048,208875,213244,216483,218382,220686,222992,225453,229353,233336,237663,239765,241991,245229,248204,251760,255868,260836,263432,265620,269276,272553,272553,276508,279139,282587,283781,287030,290936,290936,296055,304072,306771,308268,311573,315354,320586,324875,331362,335247,337456,341364,344505,348042,351663,354976,356811,358372,360360,363046,365992,370149,373090,374853,376424,379110,381430,384217,386590,389472,390868,392164,394283,397065,399727,401780
