State,stateFIPS,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06
MI,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,33,54,54,65,80,334,549,787,1037,1327,1789,2292,2855,3656,4650,5465,6495,7613,9331,10789,12739,14222,15713,17218,18969,20347,21506,22781,23990,24637,25634,27001,28057,29260,30020,30789,31418,31993,32964,33961,35288,36634,37199,37760,38210,39260,40391,41367,42333,43187,43703,43947,44396,45052,45641,46322,46754,47135,47544,48017,48390,49579,50076,50495,51138,51907,52346,52996,53494,53901,54361,54676,54878,55083,55513,56013,56553,56883,57391,57528,57728,58011,58241,63533,63971,64395,64673,64982,65180,65405,65667,65826,66038,66070,66262,66494,66776,67077,67524,67688,67932,68194,68550,68981,69323,69677,69944,70219,70725,71089,71678,72175,72580,72939,73261,73897,74551,75060,75684,76365,76772,77193,77861,78913,79831,80591,81337,81866,82392,83053,83713,84424,85063,85596,86641,87161,87951,88964,89770,90559,91307,91743,92349,93168,93888,94653,95464,96187,96721,97298,98165,98687,99850,100695,101598,102255,102740,103394,104085,104617,104617,106042,106803,107682,108635,109469,110337,111120,111120,112522,113025,113810,114465,115231,116224,117147,117147,118399,118894,119851,120838,122245,123031,123031,124281,124968,125735,126711,127483,128085,128085,129653,130347,131245,132326,133370,134370,134370,135695,136814,138004,139002,139986,141264,141264,142713,143870,145090,146491,147811,149463,149463,151396,152860,154455,156913,159102,160951,160951,164121,165994,167870,170071,172122,175611,175611,179667,182342,185932,190032,193388,197406,197406,204325,207761,212124,218244,222509,222509,222509,238308,245252,251872,259180,268336,275792,275792,288954,296840,303058,311013,320930,329021,329021,340963,347746,352433,352433,369770,378143,378143,388941,395453,402879,410519,420268,426576,426576,436398,443074,448415,454716,460333,465139,465139,472622,478154,482781,487254,491637,496053,496053,501095,504581,508449,508449,508449,516326,516326,519872,523838,528588,528588,528588,538121,538121,543611,546642,551498,555686,559655,562553,562553,567682,570150,573275,576573,579563,581785,581785,585128,585128,589869,592382,594920,596746,596746,600093,602168,604233,606488,608627,610138,610138,612710,614143,615860,617745,619499,620685
MN,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,10,14,21,35,54,60,77,89,115,137,169,232,261,287,344,396,441,503,576,629,687,742,788,863,926,978,1067,1155,1245,1245,1427,1618,1647,1692,1805,1909,2068,2207,2347,2463,2523,2618,2781,2953,3127,3237,3369,3624,4635,5125,5711,6208,6640,7212,7851,8577,9363,10085,10785,11265,11794,12488,12914,13432,14236,14968,15666,16370,17026,17666,18199,19004,19843,20573,21312,21959,22460,22944,23527,24183,24846,25204,25500,25867,26272,26979,27499,27883,28221,28519,28865,29312,29792,30164,30467,30689,30877,31292,31665,32030,32464,32919,33225,33468,33760,34122,34614,35032,35549,35857,36299,36716,37210,37624,37624,38135,38568,39132,39589,40163,40766,41570,42278,42765,43169,43741,44344,45008,45467,46194,46436,47430,47926,48679,49433,50212,51075,51708,52180,52921,53662,54460,55175,55924,56532,57158,57777,58633,59192,60092,60885,61503,61834,62301,62990,63718,64409,65147,65709,66057,66617,67307,68130,68866,69582,70292,70702,71235,72390,73239,74255,75184,75852,76347,77084,78123,78963,79873,80578,81211,81585,81805,82240,82716,83588,84308,84941,85347,85810,86719,87806,88721,90015,90935,91416,92097,93012,94188,95657,96732,97637,98446,99134,100199,101362,102786,103822,104794,105738,106651,107919,109312,110825,112264,113436,114573,114573,119394,119353,122527,122527,125531,125531,125531,129863,132122,132122,135372,137535,139442,142310,145465,148472,150672,153618,157096,157096,160922,164863,170307,174954,180860,184785,189681,201787,201787,207265,223508,230997,236949,242042,242042,249906,256700,262952,270157,276500,282916,289303,295001,304023,304023,312969,318763,322312,327477,333626,338973,345281,350862,356151,359200,363708,367209,370968,375398,378823,381838,384164,386411,389171,391889,394634,397319,399304,401006,402519,404403,404403,406545,409061,410137,411110,413107,415302,415302,417832,420544,423686,425260,427586,429569,431944,434413,436572,437551,438866,440354,441935,443562,445047,446379,447348,448267,449492,450762,452268,453808,454989,455783,456490,457317,458633,459747,460819,461807,462528,463132,463766,465176,466224,467217
MO,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,5,6,8,8,21,26,72,90,106,182,255,353,502,663,829,888,1032,1336,1590,1832,2110,2284,2368,2720,3031,3314,3534,3794,4023,4158,4383,4681,4892,5107,5272,5508,5653,5799,5937,6131,6312,6614,6794,6961,7137,7275,7398,7529,7796,8107,8341,8707,8877,9056,9289,9431,9613,9789,9863,9952,10088,10257,10401,10620,10738,10888,11018,11221,11339,11555,11747,11979,12157,12281,12487,12668,12787,12956,13136,13317,13567,13762,14047,14246,14434,14543,14720,14900,15183,15387,15580,15804,15977,16180,16408,16621,16901,17196,17588,18000,18140,18572,18863,19367,19823,20261,20288,21037,21644,22024,22398,22780,22887,23436,23823,24626,25198,25770,26660,27133,27443,27890,28826,29714,30422,31288,32246,33093,33621,34760,36063,37699,39352,40708,41925,43045,44819,46748,48828,50312,51245,51828,52886,54080,55319,56377,57375,57375,58912,59938,60920,62526,63792,65264,66392,67468,68613,69407,70658,71714,72941,74232,75050,75914,76613,78040,79552,80967,82343,83631,84682,85739,87196,88586,90186,92173,93404,94304,95082,96439,97555,99121,101098,102706,104041,105359,106546,108280,110084,111473,112802,114262,115319,116890,118264,120243,121951,123342,124620,124620,126112,127911,129397,131105,133026,133416,134581,135650,137156,139163,144230,144230,144230,144230,148679,150554,150554,154928,156696,156696,160869,162723,164534,167452,169495,171022,172716,174632,174632,180200,183186,185534,188184,190423,193023,196576,200505,205064,209197,212441,216696,220768,224771,224771,235722,239451,243169,248885,253473,257822,262436,267311,267311,274882,278659,282792,287262,290536,290536,295932,299760,302690,305370,309367,313421,318422,318422,318422,328203,330842,334702,334702,342347,345041,347602,350364,353037,356603,360329,363114,365186,368316,370439,370439,376811,378887,376811,376811,376811,383616,386095,386095,392570,397299,399456,401761,402956,405589,408443,412426,416758,420583,423327,424980,427099,429152,431926,434188,436199,437549,438835,440195,441789,443838,445621,447398,449535,449535,449535,449535,449535,456530,457779,458819,459597,460487,461720,463119,464444,465448
MT,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,9,12,15,19,27,34,45,51,65,89,120,147,161,177,198,217,241,262,281,296,318,318,331,331,331,331,331,331,331,331,413,422,426,433,433,437,439,442,444,445,448,449,451,451,452,452,454,454,456,456,456,456,458,459,459,460,462,463,463,467,469,469,471,472,479,479,479,483,483,483,483,485,489,497,509,519,523,527,529,543,545,546,551,554,560,568,571,581,596,609,616,622,639,663,674,704,723,739,743,784,821,851,874,885,941,990,1016,1107,1152,1191,1236,1273,1353,1397,1493,1620,1705,1788,1873,1983,2000,2230,2368,2471,2532,2621,2712,2813,2910,3039,3260,3342,3381,3475,3676,3814,4023,4081,4193,4233,4314,4429,4602,4757,4889,4952,5017,5104,5268,5407,5541,5658,5750,5792,5846,5956,6072,6216,6376,6429,6489,6624,6785,6929,7063,7251,7340,7421,7509,7691,7871,8019,8164,8264,8316,8381,8468,8663,8785,8925,9021,9107,9244,9431,9647,9871,10163,10299,10429,10700,10912,11242,11564,11907,12107,12413,12724,13071,13500,13855,14356,14635,14847,15347,16063,16677,17399,18117,18702,19125,19611,20210,20933,21595,22233,22821,23390,24093,24712,25640,26503,27142,27880,28492,29335,29967,30854,31916,32767,33456,34205,35108,35901,36878,37806,38775,39551,39971,41067,41990,42936,44113,45889,47155,48024,49398,50582,51810,53283,54539,55680,56380,57501,57501,59612,59794,60845,61798,62198,63204,64339,65121,66435,67066,67872,68586,69342,70119,70866,71834,72588,73274,73273,74039,74644,75473,75948,76611,77073,77313,77927,78493,78896,78896,79390,79779,79997,80426,81298,81553,81553,81936,82364,82647,83378,84060,84750,85568,86102,86324,86653,87077,87653,88110,88635,89056,89391,89574,89862,90255,90649,91049,91410,91652,91816,92160,92531,92934,93246,93762,93949,94070,94384,94810,95111,95458,95718
NE,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,10,11,13,18,18,18,24,26,31,36,45,49,52,55,62,73,80,108,129,153,177,214,254,284,318,354,401,477,522,576,646,703,757,832,873,915,960,1003,1163,1200,1293,1436,1676,1895,2110,2394,2517,2880,3280,3760,4232,4781,5260,5597,5988,6335,6667,7067,7695,8091,8171,8390,8531,8908,9241,9607,10050,10171,10457,10685,10947,11249,11492,11791,11942,12168,12423,12786,13052,13438,13688,13880,14131,14402,14671,14923,15186,15351,15443,15565,15698,15839,16130,16334,16454,16544,16674,16861,17052,17235,17410,17519,17621,17771,17910,18037,18180,18354,18601,18726,18867,19003,19135,19287,19500,19659,19761,19880,20075,20302,20459,20638,20884,21057,21284,21601,21861,22017,22247,22366,22463,22722,23070,23359,23688,24044,24265,24486,24757,25013,25273,25617,26066,26066,26251,26559,26801,27028,27340,27676,27962,28106,28296,28541,28876,29074,29505,29828,30086,30218,30404,30662,30862,31182,31610,31713,31879,32198,32569,32967,33312,33631,33921,34155,34437,34844,35313,35520,35664,35741,35833,36326,36768,37216,37694,37963,38042,38482,38810,39249,39737,40195,40603,40887,41165,41536,42032,42465,42886,43328,43791,44276,44745,45274,45869,46645,47068,47473,47908,48399,49006,49673,49673,50731,51970,52435,53138,54075,55031,56318,56929,57664,58405,59000,59899,60868,62081,62778,63349,64031,64909,66065,67656,69111,70206,71137,72090,73475,75265,77348,80015,81714,83275,84857,87032,89232,91827,94151,96048,97364,100783,100783,105748,108366,110739,112101,113109,114960,114960,116716,121947,123067,124314,125434,127362,127362,131480,133647,135254,137484,137484,140026,141465,142779,144628,145715,146529,147670,148164,149687,149686,150927,153557,154226,155191,155913,157119,158461,159149,159950,160120,160751,161614,162540,164042,165545,166456,166997,167734,168319,169767,171196,172324,173327,174326,174731,175377,176381,177885,178801,179580,179580,180668,180873,180876,183148,184000,184898,185490,185772,186411,186751,187413,188219,188219,189184,189326,189564,190051,190644,191148,191668,192020
NV,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,7,7,11,20,21,26,45,55,55,91,153,158,194,249,281,408,536,520,637,926,1009,1113,1279,1458,1551,1752,1836,1953,2098,2318,2456,2624,2624,2624,2624,2624,2624,3324,3461,3629,3727,3815,3945,4092,4225,4373,4547,4642,4726,4802,4951,5040,5075,5407,5490,5490,5528,5631,5718,5721,6069,6135,6158,6300,6494,6593,6758,6835,6903,6903,7153,7153,7493,7501,7782,7899,7974,8076,8137,8232,8370,8515,8612,8707,8719,8873,9129,9279,9506,9647,9784,10039,10155,10462,10678,10987,11194,11277,11681,11851,12169,12490,12897,13201,13581,13996,14358,14885,15358,16339,17160,17894,18456,19101,19733,20718,21575,22418,22909,23785,24301,25035,25908,26838,27683,28515,29619,30562,31915,33295,34477,35765,36713,37528,38747,39919,40885,41816,42833,43831,44936,45806,46824,48089,49074,50205,51161,52179,52828,53557,54532,55419,56230,56972,57520,58047,58650,59749,60608,61305,61967,62622,63005,63518,64925,65069,65601,66010,66413,66666,67194,67852,68461,68908,69196,69228,69872,69846,70674,71061,71567,71915,72104,72258,72485,72739,73144,73537,73732,74038,74233,74576,75068,75390,75774,76036,76102,76266,77155,77711,78313,78683,79145,79546,79980,80348,81116,81638,82027,82363,82363,83269,83735,84502,85305,85677,86240,86240,87190,87969,88674,88674,90327,90810,91460,92012,92790,93593,94730,95609,96178,96901,97463,98512,99724,100701,100701,102032,102930,103984,105238,106776,108586,109770,110723,112036,113132,114601,116439,118696,119858,121421,123077,124706,127077,128894,130884,130884,135339,138179,140803,140803,144785,147668,148808,150382,153040,155107,157539,160384,163523,166013,168329,170962,173689,175870,177373,181017,183794,186255,188486,190796,192948,195597,198099,198099,202064,203140,206078,208264,208264,211666,212238,213634,214364,216077,220512,222756,224581,227259,227259,228640,232969,236331,239160,241761,244002,245642,245642,248225,251447,251447,255331,256799,256799,259183,259183,261517,263330,264824,265996,265996,267929,268945,268945,271328,272386,273334,274153,274153,275713,276594,277482,277482
NH,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,5,5,6,6,7,13,17,26,39,44,55,65,78,101,108,137,157,187,214,268,313,367,367,479,540,620,669,715,747,788,819,885,928,985,1019,1091,1139,1211,1285,1342,1392,1447,1491,1588,1670,1719,1790,1864,1936,2009,2054,2146,2310,2429,2518,2588,2636,2741,2843,2946,3011,3071,3159,3239,3299,3382,3464,3556,3596,3652,3721,3721,3935,4014,4089,4149,4197,4231,4286,4389,4389,4551,4650,4684,4748,4794,4874,4951,5017,5042,5078,5131,5177,5207,5249,5297,5316,5343,5364,5435,5450,5486,5518,5544,5558,5571,5598,5614,5671,5716,5747,5760,5782,5802,5821,5856,5856,5897,5913,5932,5952,5973,5991,6024,6054,6068,6096,6113,6139,6165,6188,6203,6249,6262,6295,6318,6375,6415,6436,6441,6500,6513,6544,6583,6613,6634,6660,6693,6719,6742,6779,6818,6831,6840,6861,6886,6921,6964,6980,6988,7004,7017,7036,7050,7071,7092,7107,7134,7150,7159,7194,7216,7246,7254,7254,7297,7297,7346,7368,7424,7447,7476,7493,7517,7573,7620,7652,7696,7714,7748,7780,7780,7861,7861,7947,7947,7990,8007,8044,8044,8121,8172,8207,8233,8266,8317,8533,8597,8645,8645,8731,8731,8878,8969,9091,9142,9208,9279,9349,9426,9514,9625,9693,9746,9828,9917,9994,10112,10238,10328,10397,10530,10641,10768,10884,11084,11214,11320,11448,11563,11808,12012,12241,12488,12699,12919,13148,13470,13929,14311,14311,16129,15303,15749,16277,16797,17281,17598,18042,18382,18382,18776,18776,18776,18776,20994,21766,22332,22925,23690,24138,24771,25816,26623,27592,28273,29460,30244,30956,31875,32545,33433,34264,34960,35609,36542,36542,36542,36542,36542,36542,36542,36542,41670,42697,43242,44028,44028,45184,46450,47328,47992,48838,49261,50152,50152,51600,52307,53148,54125,54778,55500,55945,56864,56864,58709,59437,60294,60951,61576,62337,62768,63172,63563,64258,64838,65362,65695,66058,66058,66721,67133,67607,68066
NJ,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,15,23,23,29,50,72,98,176,267,417,740,892,1327,1914,2851,3675,4402,6331,8825,10836,13386,16636,18696,22255,25590,29895,34997,37505,41091,44416,47437,51393,54588,58151,61850,64655,68396,71030,75317,78796,81720,85301,88722,92373,95411,99989,102772,106074,109465,111478,114246,116755,119282,121190,123717,126744,128269,130593,131846,133635,135454,137085,138532,139945,140743,141490,142704,143905,145089,146334,148039,149009,150399,151463,152600,153087,154154,155092,155781,156628,157815,158832,159606,159659,160139,161545,162068,162529,163320,163857,164166,164450,164778,165280,165725,166094,166559,166848,167065,167396,167665,168085,168461,168781,169103,169336,169638,169820,170159,170514,170816,171091,171192,171550,171841,172259,172623,172888,173244,173473,173708,173893,174105,174463,174785,175094,175300,175675,176012,176211,176302,176565,176572,176743,177038,177591,177887,178345,178858,179363,179812,180294,180598,180968,181660,182029,182350,182614,182586,183327,183700,184061,184429,184773,185031,185475,185938,186594,187164,187442,187455,187751,188056,188378,188527,188817,189346,189494,189719,190021,190306,190613,190971,191319,191611,191958,192290,192595,192972,193422,193746,194056,194390,194661,194988,195414,195888,196334,196634,196966,197399,197792,198361,198846,199309,199762,200154,200579,200987,201214,202100,202850,203548,204107,204560,205274,205889,206629,207576,208201,208713,209341,209850,211141,212001,212873,213628,214097,215083,216023,216994,217804,218738,219647,221205,222193,223223,224385,225430,227339,228468,229684,231331,232997,234538,236523,237886,239629,240997,242825,245257,247219,249380,252582,254595,256653,260430,263495,266986,270383,274736,279259,281493,285519,289562,293782,297370,302039,306007,309588,313863,317905,322378,326473,329553,334114,337304,341910,346206,350999,356662,361986,368016,371579,377055,381486,386606,390256,396496,400650,405448,409414,415075,419330,423226,427417,432592,435763,440366,445138,449842,454902,458901,461221,463965,513713,519615,525438,531861,537865,542042,545105,551371,557219,564750,588675,579119,584765,590099,594686,602566,609663,616032,622031,627166,631020,635648,641088,646137,650339,657483,662760,666902,671675,676488,681237,687224,692497,696782,700294,703450,705760,709051,713281,717790
ND,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,7,19,26,28,30,32,36,45,58,68,93,97,109,126,147,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,393,393,393,627,643,679,709,748,803,867,941,990,1033,1067,1107,1153,1191,1225,1266,1322,1370,1424,1463,1489,1515,1570,1645,1712,1761,1847,1897,1927,1992,2078,2188,2267,2315,2364,2402,2420,2437,2479,2518,2552,2575,2624,2646,2679,2706,2745,2816,2861,2879,2901,2941,2980,3016,3058,3080,3101,3124,3192,3192,3225,3251,3288,3313,3319,3393,3418,3458,3458,3539,3539,3615,3615,3657,3779,3779,3816,3849,3898,3971,4070,4154,4243,4334,4442,4565,4565,4792,4907,5019,5019,5126,5207,5367,5614,5736,5736,5876,5986,6141,6227,6301,6469,6602,6660,6785,6933,7057,7177,7327,7508,7596,7713,7885,7970,8171,8322,8444,8587,8647,8782,8968,9242,9474,9736,9876,10000,10229,10467,10800,11110,11484,11484,11816,12000,12267,12629,12973,13334,13631,13801,13872,14110,14443,14684,15151,15577,15831,16064,16333,16723,17230,17607,17958,18244,18508,18981,18981,19885,20380,20724,20983,21401,21846,22218,22694,23134,23550,23862,24364,24857,25384,26039,26627,27264,27736,28244,28947,29653,30517,31261,31978,32637,33666,34165,35052,35939,36874,37719,38236,39129,39907,41130,42483,43916,43916,47186,48301,49838,51616,53203,53203,55455,55455,57383,57373,59148,62866,62866,64880,65937,67228,67228,70010,71540,72683,73399,74399,75478,75478,77232,77232,78656,78656,78656,80135,81111,81948,81948,82498,82974,83323,83817,86146,86707,87214,87590,87870,88066,88391,88685,89061,89555,89785,90030,90115,90451,90720,90947,91221,91333,91443,91533,91828,91828,91828,92767,92889,93039,93236,93494,93832,94156,94438,94551,94551,94551,94960,95135,95377,95598,95712,95860,95931,96070,96222,96370,96567,96720,96817,96874,97006,97160,97305,97458,97562,97628,97681,97798,97936,98034,98095,98133
OH,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,13,25,37,50,67,86,119,169,247,351,431,562,705,867,1136,1405,1651,1933,2197,2546,2902,3312,3738,4041,4442,4782,5149,5513,5878,6246,6601,6969,7278,7790,8410,9107,10214,11570,12913,13722,14114,14688,15154,15563,15943,16324,16766,17299,18018,18736,19333,19912,20473,20968,21574,22129,23015,23688,24076,24771,25250,25719,26355,26951,27471,27921,28446,28947,29430,30166,30794,31407,31909,32473,33002,33436,33913,34563,35029,35508,35978,36346,36791,37279,37756,38108,38475,38834,39158,39572,39992,40422,40849,41148,41575,42007,42423,43123,43726,44259,44806,45537,46127,46760,47650,48639,49455,50309,51046,51790,52866,52866,55258,56183,57151,57956,58905,60182,61331,62856,64214,65593,66853,67995,69312,70602,72280,73822,74932,76169,77215,78742,80186,81746,83184,84073,85177,86498,87894,89627,91159,92087,93031,93963,95107,96305,97471,98676,99969,100848,101732,102827,104249,105426,106558,107674,108287,109062,109923,110881,112003,113046,114165,114803,115651,116495,117584,118828,120125,121340,122262,123157,124610,125767,127112,128444,129785,130558,131336,131992,132965,134087,135326,136568,137405,138484,139486,140518,141585,142596,143548,144309,145165,145850,146753,147744,148895,150009,150809,151802,152907,153988,155314,156809,157967,158908,159965,161300,162724,164262,166103,167458,168750,170179,171627,173665,175844,177992,180226,181787,183625,185640,188006,190431,192949,195807,198116,200232,202741,205348,208938,212783,215698,219001,221910,226139,230210,235171,240179,245728,250269,254975,261483,267357,274458,282529,290244,298097,305365,305365,305365,305365,305365,343286,351419,363304,371908,382743,382743,382743,414432,414432,421063,430093,437928,446849,456963,467432,475024,484297,510018,520112,531850,542209,553461,562727,570602,579353,584766,596178,605862,614429,622806,629354,637032,644821,653650,653650,664668,670525,675044,682570,690748,700380,700380,714673,721481,727423,735003,742817,753068,762603,770977,777065,784957,792938,799639,807293,814442,821506,826754,831066,836055,842433,849704,853982,859841,864322,868656,872918,878284,883716,888590,892781,895792,899079,902736,906727,910847,914530,918079
