GEOID,NAME,state_name,state_abbr,average
31155,Saunders,Nebraska,NE,108.23393284254341
27117,Pipestone,Minnesota,MN,106.65126148445223
18157,Tippecanoe,Indiana,IN,105.10591126684912
17121,Marion,Illinois,IL,104.49511177225853
27097,Morrison,Minnesota,MN,103.80916456539822
40007,Beaver,Oklahoma,OK,103.26568300450374
18053,Grant,Indiana,IN,101.15064190111991
27115,Pine,Minnesota,MN,99.90744899010103
27051,Grant,Minnesota,MN,99.6693726328524
20169,Saline,Kansas,KS,99.33653145489784
46067,Hutchinson,South Dakota,SD,99.0416672478971
27019,Carver,Minnesota,MN,99.01666211417647
31151,Saline,Nebraska,NE,98.41282537651117
20081,Haskell,Kansas,KS,98.33436710488495
46109,Roberts,South Dakota,SD,96.83212127826337
18073,Jasper,Indiana,IN,96.8272746630417
18005,Bartholomew,Indiana,IN,96.81622884216515
46035,Davison,South Dakota,SD,96.80571892090337
19151,Pocahontas,Iowa,IA,96.7449896746173
27153,Todd,Minnesota,MN,96.61311333043857
17173,Shelby,Illinois,IL,95.90864561288056
18079,Jennings,Indiana,IN,95.31709679579987
31109,Lancaster,Nebraska,NE,94.90868009344895
38067,Pembina,North Dakota,ND,94.82698438554442
18183,Whitley,Indiana,IN,94.73550780233634
27101,Murray,Minnesota,MN,94.55236661886113
18031,Decatur,Indiana,IN,93.77056034827308
27105,Nobles,Minnesota,MN,93.63514626052812
08041,El Paso,Colorado,CO,93.59866785675955
46091,Marshall,South Dakota,SD,93.38975631110462
20075,Hamilton,Kansas,KS,92.83529925731762
40129,Roger Mills,Oklahoma,OK,92.46417013407304
56013,Fremont,Wyoming,WY,92.32458329174567
17183,Vermilion,Illinois,IL,92.1408776756969
31147,Richardson,Nebraska,NE,90.71427297351705
42111,Somerset,Pennsylvania,PA,90.59221495106469
27025,Chisago,Minnesota,MN,89.83365670715084
38017,Cass,North Dakota,ND,89.56292589250714
19119,Lyon,Iowa,IA,88.95732649419696
18069,Huntington,Indiana,IN,88.47015632906634
27053,Hennepin,Minnesota,MN,87.92267495839255
17125,Mason,Illinois,IL,87.83597631242947
18083,Knox,Indiana,IN,87.83218705964569
46015,Brule,South Dakota,SD,87.75199577547914
27007,Beltrami,Minnesota,MN,87.44395908720188
20063,Gove,Kansas,KS,85.71584418417997
31169,Thayer,Nebraska,NE,85.6678489363576
46025,Clark,South Dakota,SD,85.56648905137878
27107,Norman,Minnesota,MN,84.94326225687713
46093,Meade,South Dakota,SD,84.16581334984402
46009,Bon Homme,South Dakota,SD,83.75282958641915
19167,Sioux,Iowa,IA,83.74232679432147
18097,Marion,Indiana,IN,83.25333938670738
17095,Knox,Illinois,IL,82.79474067318647
20085,Jackson,Kansas,KS,82.74822167942112
27121,Pope,Minnesota,MN,82.71067990037545
17143,Peoria,Illinois,IL,82.51198431807629
56019,Johnson,Wyoming,WY,82.44754155332126
17129,Menard,Illinois,IL,82.015502085042
19143,Osceola,Iowa,IA,81.76614881439085
27143,Sibley,Minnesota,MN,80.60896032232634
18085,Kosciusko,Indiana,IN,80.5646726370674
20119,Meade,Kansas,KS,80.46400911925437
31059,Fillmore,Nebraska,NE,80.18277278618662
27013,Blue Earth,Minnesota,MN,79.88237965793355
18049,Fulton,Indiana,IN,79.8676882191626
20141,Osborne,Kansas,KS,79.29899686768964
18015,Carroll,Indiana,IN,78.79914994906635
20009,Barton,Kansas,KS,78.15600578628674
08071,Las Animas,Colorado,CO,78.01131595878356
19193,Woodbury,Iowa,IA,77.90729331049593
20079,Harvey,Kansas,KS,76.6007459270787
19189,Winnebago,Iowa,IA,76.06485977230737
20201,Washington,Kansas,KS,75.35321821036106
27103,Nicollet,Minnesota,MN,75.33072726470927
20173,Sedgwick,Kansas,KS,74.95475693089384
17033,Crawford,Illinois,IL,73.66525822399369
20083,Hodgeman,Kansas,KS,69.79990693345742
20185,Stafford,Kansas,KS,66.8326181920324
